,location,total_sqft,bath,price,bhk
529,BTM 2nd Stage,1000.0,2.0,58.0,2
530,BTM 2nd Stage,2990.0,5.0,416.0,5
531,BTM 2nd Stage,1265.0,2.0,55.0,2
532,BTM 2nd Stage,2200.0,3.0,220.0,3
533,BTM 2nd Stage,2780.0,4.0,325.0,3
534,BTM 2nd Stage,2400.0,2.0,360.0,3
535,BTM 2nd Stage,965.0,2.0,56.0,2
536,BTM 2nd Stage,1147.0,2.0,75.0,2
537,BTM 2nd Stage,1750.0,3.0,172.0,3
538,BTM 2nd Stage,1400.0,2.0,90.0,2
539,BTM 2nd Stage,1200.0,2.0,70.0,2
540,BTM 2nd Stage,1100.0,2.0,47.0,2
541,BTM 2nd Stage,930.0,2.0,46.0,2
542,BTM 2nd Stage,2500.0,3.0,345.0,3
543,BTM Layout,1150.0,2.0,63.0,2
544,BTM Layout,3300.0,6.0,165.0,6
545,BTM Layout,1450.0,2.0,81.0,3
546,BTM Layout,1776.0,2.0,75.0,3
547,BTM Layout,1458.0,3.0,79.0,3
548,BTM Layout,935.0,2.0,51.5,2
549,BTM Layout,1020.0,2.0,46.5,2
550,BTM Layout,1600.0,3.0,112.0,3
551,BTM Layout,1300.0,2.0,75.0,3
552,BTM Layout,1540.0,2.0,78.0,3
553,BTM Layout,450.0,1.0,20.0,1
554,BTM Layout,1196.0,2.0,56.81,2
555,BTM Layout,1470.0,2.0,99.0,3
556,Babusapalaya,1611.0,2.0,66.0,3
557,Babusapalaya,1675.0,3.0,75.0,3
558,Babusapalaya,1141.0,2.0,46.0,2
559,Babusapalaya,1500.0,2.0,57.0,2
560,Babusapalaya,1050.0,2.0,45.0,2
561,Babusapalaya,1141.0,2.0,45.9,2
562,Babusapalaya,1230.0,3.0,53.0,3
563,Babusapalaya,1105.0,2.0,40.0,2
564,Babusapalaya,1410.0,2.0,65.0,3
565,Babusapalaya,1450.0,2.0,55.99,2
566,Babusapalaya,1100.0,2.0,38.0,2
567,Babusapalaya,1061.0,2.0,33.84,2
568,Babusapalaya,1061.0,2.0,38.95,2
569,Babusapalaya,1061.0,2.0,34.0,2
570,Babusapalaya,1245.0,2.0,58.0,2
571,Badavala Nagar,1494.0,2.0,94.55,3
572,Badavala Nagar,1274.0,2.0,81.0,2
573,Badavala Nagar,1842.0,3.0,115.0,3
574,Badavala Nagar,1494.0,2.0,94.55,3
575,Badavala Nagar,1274.0,2.0,81.0,2
576,Badavala Nagar,1494.0,2.0,94.55,3
577,Badavala Nagar,1842.0,3.0,115.0,3
578,Badavala Nagar,1842.0,3.0,115.0,3
579,Badavala Nagar,1842.0,3.0,115.0,3
580,Balagere,1210.0,2.0,80.9,2
581,Balagere,1210.0,2.0,72.0,2
582,Balagere,1205.0,2.0,78.5,2
583,Balagere,790.5,1.0,41.9,1
584,Balagere,1020.07,2.0,68.38,2
585,Balagere,1205.47,2.0,81.0,2
586,Balagere,1007.0,2.0,65.0,2
587,Balagere,1210.0,2.0,74.0,2
588,Balagere,1210.0,2.0,83.0,2
589,Balagere,675.0,1.0,45.0,1
590,Balagere,656.0,1.0,43.0,1
591,Balagere,1012.0,2.0,64.0,2
592,Balagere,1007.0,2.0,62.0,2
593,Balagere,1007.0,2.0,67.0,2
594,Balagere,1007.0,2.0,66.0,2
595,Balagere,645.0,1.0,34.18,1
596,Balagere,790.5,1.0,42.295,1
597,Balagere,1012.0,2.0,65.0,2
598,Balagere,656.0,1.0,38.77,1
599,Balagere,645.0,1.0,39.0,1
600,Balagere,645.0,1.0,41.0,1
601,Balagere,1210.0,2.0,82.0,2
602,Balagere,656.0,1.0,34.77,1
603,Balagere,1205.0,2.0,73.87,2
604,Balagere,1012.0,2.0,70.0,2
605,Balagere,1007.0,2.0,68.0,2
606,Balagere,1205.0,2.0,79.0,2
607,Balagere,1012.0,2.0,68.0,2
608,Banashankari,1077.0,2.0,37.64,2
609,Banashankari,1470.0,2.0,88.64,3
610,Banashankari,1300.0,2.0,75.0,3
611,Banashankari,1800.0,3.0,115.0,3
612,Banashankari,1125.0,2.0,63.0,2
613,Banashankari,1310.0,2.0,80.0,2
614,Banashankari,2600.0,4.0,135.0,3
615,Banashankari,1900.0,2.0,170.0,3
616,Banashankari,1260.0,2.0,75.0,2
617,Banashankari,1170.0,2.0,46.79,2
618,Banashankari,1350.0,2.0,83.0,3
619,Banashankari,1330.0,2.0,78.0,2
620,Banashankari,1400.0,2.0,78.0,3
621,Banashankari,1700.0,3.0,125.0,3
622,Banashankari,1020.0,2.0,40.79,2
623,Banashankari,1600.0,2.0,63.98,2
624,Banashankari,1041.0,2.0,36.44,2
625,Banashankari,2400.0,1.0,200.0,1
626,Banashankari,1390.0,2.0,86.0,2
627,Banashankari,1460.0,2.0,70.0,2
628,Banashankari,1200.0,2.0,60.0,2
629,Banashankari,1290.0,2.0,80.0,2
630,Banashankari,1186.0,2.0,65.0,2
631,Banashankari,1650.0,3.0,101.0,3
632,Banashankari,1181.0,2.0,75.0,2
633,Banashankari,1105.0,2.0,90.0,2
634,Banashankari,720.0,1.0,60.0,1
635,Banashankari,1040.0,2.0,45.0,2
636,Banashankari,1330.0,2.0,77.0,2
637,Banashankari,1200.0,2.0,49.0,2
638,Banashankari,1185.0,2.0,67.0,2
639,Banashankari,1000.0,2.0,50.0,2
640,Banashankari,1650.0,3.0,90.75,3
641,Banashankari,1650.0,3.0,101.0,3
642,Banashankari,1310.0,2.0,80.43,2
643,Banashankari,600.0,1.0,27.0,2
644,Banashankari,1430.0,2.0,87.8,2
645,Banashankari,1020.0,2.0,42.83,2
646,Banashankari,1540.0,3.0,80.0,3
647,Banashankari,1683.0,3.0,115.0,3
648,Banashankari,1800.0,3.0,125.0,3
649,Banashankari,1175.0,2.0,41.13,2
650,Banashankari,1450.0,2.0,50.75,2
651,Banashankari,1770.0,3.0,108.0,3
652,Banashankari,1800.0,3.0,125.0,3
653,Banashankari,1200.0,3.0,74.52,3
654,Banashankari,1100.0,2.0,63.0,2
655,Banashankari,1020.0,2.0,40.79,2
656,Banashankari,1260.0,2.0,75.0,2
657,Banashankari,1426.0,3.0,85.0,3
658,Banashankari Stage II,1700.0,2.0,150.0,2
659,Banashankari Stage II,1200.0,2.0,150.0,4
660,Banashankari Stage II,1500.0,2.0,120.0,3
661,Banashankari Stage II,2400.0,3.0,510.0,5
662,Banashankari Stage II,1240.0,2.0,59.52,3
663,Banashankari Stage II,1250.0,2.0,110.0,2
664,Banashankari Stage II,1260.0,2.0,95.0,3
665,Banashankari Stage II,2400.0,2.0,300.0,3
666,Banashankari Stage II,1400.0,2.0,100.0,2
667,Banashankari Stage II,2800.0,3.0,425.0,5
668,Banashankari Stage II,3000.0,3.0,450.0,3
669,Banashankari Stage II,1200.0,2.0,198.0,3
670,Banashankari Stage II,1245.0,2.0,125.0,2
671,Banashankari Stage III,1305.0,2.0,58.7,3
672,Banashankari Stage III,1145.0,2.0,58.4,2
673,Banashankari Stage III,1650.0,3.0,118.0,3
674,Banashankari Stage III,2400.0,4.0,240.0,4
675,Banashankari Stage III,1350.0,2.0,68.0,3
676,Banashankari Stage III,1305.0,2.0,59.0,3
677,Banashankari Stage III,1305.0,2.0,60.0,3
678,Banashankari Stage III,1200.0,2.0,42.0,2
679,Banashankari Stage III,1305.0,2.0,59.0,3
680,Banashankari Stage III,1480.0,3.0,75.48,3
681,Banashankari Stage III,1305.0,2.0,59.0,3
682,Banashankari Stage III,1304.0,2.0,111.0,2
683,Banashankari Stage III,3000.0,6.0,150.0,6
684,Banashankari Stage III,1085.0,2.0,50.0,2
685,Banashankari Stage III,1500.0,2.0,100.0,3
686,Banashankari Stage III,2100.0,3.0,147.0,4
687,Banashankari Stage III,1420.0,2.0,95.0,3
688,Banashankari Stage V,1300.0,2.0,58.5,3
689,Banashankari Stage V,1305.0,2.0,49.0,3
690,Banashankari Stage V,1035.0,2.0,35.77,2
691,Banashankari Stage V,1355.0,2.0,61.0,3
692,Banashankari Stage V,1510.0,3.0,47.57,3
693,Banashankari Stage V,1650.0,3.0,51.98,3
694,Banashankari Stage V,1630.0,3.0,51.35,3
695,Banashankari Stage V,1510.0,3.0,47.57,3
696,Banashankari Stage V,1315.0,2.0,49.0,3
697,Banashankari Stage V,1540.0,3.0,48.51,3
698,Banashankari Stage V,920.0,2.0,41.5,2
699,Banashankari Stage VI,1177.5,2.0,59.935,2
700,Banashankari Stage VI,4800.0,4.0,190.0,4
701,Banashankari Stage VI,2800.0,4.0,89.0,4
702,Banashankari Stage VI,2200.0,4.0,195.0,4
703,Banashankari Stage VI,1160.0,2.0,59.0,2
704,Banashankari Stage VI,1180.0,2.0,59.47,2
705,Banashankari Stage VI,1423.0,2.0,71.73,3
706,Banashankari Stage VI,1392.0,3.0,69.46,3
707,Banashankari Stage VI,1410.5,2.0,70.385,3
708,Banashankari Stage VI,4800.0,3.0,200.0,4
709,Banaswadi,1184.0,2.0,53.0,2
710,Banaswadi,1145.0,2.0,55.0,2
711,Banaswadi,1250.0,2.0,60.0,2
712,Banaswadi,1365.0,2.0,73.0,2
713,Banaswadi,1903.0,6.0,140.0,5
714,Banaswadi,1222.0,2.0,80.0,2
715,Banaswadi,870.0,2.0,38.0,2
716,Banaswadi,1200.0,2.0,60.0,2
717,Banaswadi,1340.0,2.0,73.0,2
718,Banaswadi,1008.0,2.0,52.0,2
719,Banaswadi,1105.0,2.0,57.0,2
720,Banjara Layout,1200.0,2.0,70.0,2
721,Banjara Layout,1050.0,2.0,64.8,2
722,Banjara Layout,753.0,3.0,59.5,2
723,Banjara Layout,2500.0,4.0,140.0,3
724,Bannerghatta,3012.0,6.0,250.0,4
725,Bannerghatta,1665.0,3.0,110.0,3
726,Bannerghatta,2370.0,4.0,195.0,3
727,Bannerghatta,1100.0,2.0,66.0,2
728,Bannerghatta,2895.5,2.0,246.0,4
729,Bannerghatta,1113.0,2.0,70.0,2
730,Bannerghatta,1200.0,2.0,73.2,2
731,Bannerghatta,1070.0,2.0,87.0,2
732,Bannerghatta,1776.0,3.0,124.0,3
733,Bannerghatta,1776.0,3.0,150.0,3
734,Bannerghatta Road,500.0,1.0,18.5,1
735,Bannerghatta Road,1050.0,2.0,65.0,2
736,Bannerghatta Road,1170.0,2.0,66.0,3
737,Bannerghatta Road,595.0,1.0,33.32,1
738,Bannerghatta Road,1445.0,3.0,95.0,3
739,Bannerghatta Road,1640.0,2.0,120.0,3
740,Bannerghatta Road,1460.0,2.0,90.0,3
741,Bannerghatta Road,1179.0,2.0,66.02,2
742,Bannerghatta Road,1122.5,2.0,58.935,2
743,Bannerghatta Road,793.0,2.0,45.0,2
744,Bannerghatta Road,1400.0,2.0,78.0,2
745,Bannerghatta Road,1215.0,2.0,50.0,2
746,Bannerghatta Road,1654.0,3.0,100.0,3
747,Bannerghatta Road,1181.0,2.0,55.0,2
748,Bannerghatta Road,1200.0,2.0,75.0,2
749,Bannerghatta Road,595.0,1.0,31.83,1
750,Bannerghatta Road,1105.0,2.0,51.0,2
751,Bannerghatta Road,1255.0,2.0,65.26,2
752,Bannerghatta Road,1550.0,3.0,82.0,3
753,Bannerghatta Road,1650.0,3.0,122.0,3
754,Bannerghatta Road,912.0,2.0,55.0,2
755,Bannerghatta Road,1218.0,2.0,73.0,2
756,Bannerghatta Road,1115.0,2.0,65.12,2
757,Bannerghatta Road,1893.0,3.0,100.0,3
758,Bannerghatta Road,1600.0,3.0,95.0,3
759,Bannerghatta Road,1275.0,2.0,65.0,2
760,Bannerghatta Road,892.0,2.0,39.0,2
761,Bannerghatta Road,1260.0,2.0,70.0,2
762,Bannerghatta Road,1157.0,2.0,40.0,2
763,Bannerghatta Road,1150.0,2.0,65.0,2
764,Bannerghatta Road,1100.0,2.0,39.0,2
765,Bannerghatta Road,1725.0,3.0,110.0,3
766,Bannerghatta Road,1850.0,6.0,150.0,6
767,Bannerghatta Road,950.0,2.0,38.0,2
768,Bannerghatta Road,1220.0,2.0,80.0,2
769,Bannerghatta Road,1130.0,2.0,78.0,2
770,Bannerghatta Road,1486.0,3.0,83.22,3
771,Bannerghatta Road,1015.0,2.0,48.0,2
772,Bannerghatta Road,1115.0,2.0,61.0,2
773,Bannerghatta Road,1136.0,2.0,48.0,2
774,Bannerghatta Road,2700.0,4.0,260.0,4
775,Bannerghatta Road,1200.0,2.0,69.0,3
776,Bannerghatta Road,1465.0,2.0,76.0,3
777,Bannerghatta Road,1302.5,2.0,67.73,2
778,Bannerghatta Road,1200.0,2.0,65.0,2
779,Bannerghatta Road,1240.0,2.0,65.0,2
780,Bannerghatta Road,1476.0,3.0,125.0,3
781,Bannerghatta Road,1532.5,3.0,84.29,3
782,Bannerghatta Road,1268.0,2.0,69.0,2
783,Bannerghatta Road,1450.0,2.0,87.0,3
784,Bannerghatta Road,2932.0,5.0,195.0,4
785,Bannerghatta Road,960.0,2.0,58.0,2
786,Bannerghatta Road,1750.0,3.0,130.0,3
787,Bannerghatta Road,1275.0,2.0,73.0,2
788,Bannerghatta Road,1240.0,2.0,71.0,2
789,Bannerghatta Road,1215.0,2.0,68.0,2
790,Bannerghatta Road,1215.0,2.0,68.0,2
791,Bannerghatta Road,1894.0,3.0,115.0,3
792,Bannerghatta Road,1693.0,3.0,89.0,3
793,Bannerghatta Road,1280.0,2.0,60.16,2
794,Bannerghatta Road,630.0,1.0,35.0,1
795,Bannerghatta Road,1215.0,2.0,68.0,2
796,Bannerghatta Road,1365.0,3.0,76.18,3
797,Bannerghatta Road,1115.0,2.0,78.0,2
798,Bannerghatta Road,1532.5,3.0,79.465,3
799,Bannerghatta Road,1655.0,3.0,90.0,3
800,Bannerghatta Road,1247.0,2.0,47.39,2
801,Bannerghatta Road,1237.5,2.0,49.49,2
802,Bannerghatta Road,1650.0,3.0,94.0,3
803,Bannerghatta Road,905.0,2.0,65.0,2
804,Bannerghatta Road,1000.0,2.0,50.0,2
805,Bannerghatta Road,2185.0,3.0,120.0,4
806,Bannerghatta Road,1012.0,2.0,45.0,2
807,Bannerghatta Road,1460.0,2.0,80.0,3
808,Bannerghatta Road,1340.0,2.0,85.0,2
809,Bannerghatta Road,1711.0,3.0,125.0,3
810,Bannerghatta Road,1520.0,2.0,81.0,3
811,Bannerghatta Road,2826.0,3.0,148.0,3
812,Bannerghatta Road,1115.0,2.0,61.0,2
813,Bannerghatta Road,1154.0,2.0,47.0,2
814,Bannerghatta Road,1000.0,2.0,44.5,2
815,Bannerghatta Road,1250.0,2.0,48.0,2
816,Bannerghatta Road,1640.0,3.0,105.0,3
817,Bannerghatta Road,1012.0,2.0,44.0,2
818,Bannerghatta Road,1527.0,3.0,115.0,3
819,Bannerghatta Road,1550.0,3.0,96.0,3
820,Bannerghatta Road,1200.0,2.0,78.0,2
821,Bannerghatta Road,1885.0,3.0,125.0,3
822,Bannerghatta Road,1450.0,2.0,78.0,3
823,Bannerghatta Road,700.0,1.0,31.2,1
824,Bannerghatta Road,905.0,2.0,58.0,2
825,Bannerghatta Road,1920.0,3.0,122.0,3
826,Bannerghatta Road,2400.0,4.0,180.0,4
827,Bannerghatta Road,1270.0,2.0,45.0,2
828,Bannerghatta Road,1520.0,2.0,80.0,3
829,Bannerghatta Road,1270.0,2.0,73.0,3
830,Bannerghatta Road,1846.0,3.0,120.0,3
831,Bannerghatta Road,1122.5,2.0,61.74,2
832,Bannerghatta Road,1655.0,3.0,95.0,3
833,Bannerghatta Road,1206.0,2.0,53.0,2
834,Bannerghatta Road,1150.0,2.0,55.0,2
835,Bannerghatta Road,1215.0,2.0,65.0,2
836,Bannerghatta Road,1510.0,2.0,110.0,3
837,Bannerghatta Road,1022.0,2.0,35.0,2
838,Bannerghatta Road,1246.0,2.0,47.35,2
839,Bannerghatta Road,1470.0,2.0,85.0,3
840,Bannerghatta Road,1160.0,2.0,45.0,2
841,Bannerghatta Road,970.0,2.0,57.0,2
842,Bannerghatta Road,1527.0,3.0,142.0,3
843,Basavangudi,1036.0,2.0,105.0,2
844,Basavangudi,2600.0,4.0,260.0,4
845,Basavangudi,1600.0,2.0,160.0,3
846,Basavangudi,1560.0,2.0,145.0,2
847,Basavangudi,1800.0,3.0,195.0,3
848,Basavangudi,1100.0,2.0,93.0,2
849,Basavangudi,1050.0,2.0,103.0,2
850,Basavangudi,1180.0,2.0,124.0,2
851,Basavangudi,1200.0,2.0,120.0,2
852,Basavangudi,2453.0,3.0,250.0,4
853,Basaveshwara Nagar,4500.0,5.0,415.0,5
854,Basaveshwara Nagar,1865.0,3.0,145.0,3
855,Basaveshwara Nagar,1200.0,2.0,90.0,2
856,Basaveshwara Nagar,2400.0,4.0,310.0,5
857,Basaveshwara Nagar,1200.0,2.0,80.0,2
858,Basaveshwara Nagar,900.0,2.0,60.0,2
859,Basaveshwara Nagar,1900.0,3.0,150.0,3
860,Basaveshwara Nagar,1200.0,2.0,85.0,2
861,Basaveshwara Nagar,1200.0,2.0,70.0,2
862,Battarahalli,1200.0,2.0,65.0,2
863,Battarahalli,1779.0,3.0,89.61,3
864,Battarahalli,1300.0,2.0,50.0,2
865,Battarahalli,1945.0,3.0,97.42,3
866,Battarahalli,1777.0,3.0,100.0,3
867,Battarahalli,1135.0,2.0,43.0,2
868,Battarahalli,1276.0,2.0,45.0,2
869,Battarahalli,1880.0,3.0,94.36,3
870,Battarahalli,1071.0,2.0,62.0,2
871,Battarahalli,1165.0,2.0,43.0,2
872,Battarahalli,1636.0,2.0,82.89,2
873,Battarahalli,1779.0,3.0,90.0,3
874,Battarahalli,1090.0,2.0,38.37,2
875,Battarahalli,2082.0,3.0,104.0,3
876,Battarahalli,2024.0,3.0,103.0,3
877,Battarahalli,1097.0,2.0,49.0,2
878,Begur,1419.0,2.0,59.0,3
879,Begur,1580.0,3.0,75.0,3
880,Begur,1559.0,3.0,63.0,3
881,Begur,1445.0,2.0,47.1,3
882,Begur,1475.0,2.0,74.0,3
883,Begur,3500.0,4.0,185.0,3
884,Begur,1100.0,2.0,55.0,2
885,Begur,1306.0,2.0,65.0,2
886,Begur,1304.0,3.0,65.0,3
887,Begur,1411.0,2.0,60.0,3
888,Begur,815.0,2.0,40.0,2
889,Begur,1443.0,2.0,70.0,3
890,Begur Road,1200.0,2.0,44.0,2
891,Begur Road,1200.0,2.0,46.8,2
892,Begur Road,1160.0,2.0,44.0,2
893,Begur Road,1584.0,3.0,65.0,3
894,Begur Road,1615.0,3.0,59.76,3
895,Begur Road,1200.0,2.0,43.2,2
896,Begur Road,1160.0,2.0,44.08,2
897,Begur Road,1200.0,2.0,45.0,2
898,Begur Road,1615.0,3.0,60.0,3
899,Begur Road,1410.0,2.0,53.0,3
900,Begur Road,1200.0,2.0,37.8,2
901,Begur Road,1160.0,2.0,40.59,2
902,Begur Road,1260.0,2.0,46.62,2
903,Begur Road,1600.0,3.0,58.14,3
904,Begur Road,1500.0,2.0,70.0,3
905,Begur Road,1160.0,2.0,42.0,2
906,Begur Road,1240.0,2.0,39.06,2
907,Begur Road,1200.0,2.0,45.0,2
908,Begur Road,1500.0,2.0,55.0,3
909,Begur Road,1410.0,2.0,52.17,3
910,Begur Road,1583.0,3.0,74.4,3
911,Begur Road,1170.0,2.0,46.0,2
912,Begur Road,1160.0,2.0,42.92,2
913,Begur Road,1410.0,2.0,52.17,3
914,Begur Road,1565.0,2.0,59.76,3
915,Begur Road,1160.0,2.0,42.0,2
916,Begur Road,1410.0,2.0,53.58,3
917,Begur Road,1200.0,2.0,45.0,2
918,Begur Road,1200.0,2.0,42.6,2
919,Begur Road,1160.0,2.0,42.0,2
920,Begur Road,1334.0,2.0,42.69,2
921,Begur Road,1565.0,2.0,57.91,3
922,Begur Road,1200.0,2.0,45.6,2
923,Begur Road,1215.0,2.0,43.13,2
924,Begur Road,1160.0,2.0,36.54,2
925,Begur Road,1200.0,2.0,44.4,2
926,Begur Road,1260.0,2.0,39.69,2
927,Begur Road,2464.5,6.0,118.0,4
928,Begur Road,1160.0,2.0,44.0,2
929,Begur Road,952.0,2.0,42.0,2
930,Begur Road,1200.0,2.0,42.0,2
931,Begur Road,1240.0,2.0,45.88,2
932,Begur Road,1200.0,3.0,50.0,3
933,Begur Road,1200.0,2.0,44.0,2
934,Begur Road,1100.0,2.0,42.6,2
935,Begur Road,1565.0,2.0,57.91,3
936,Begur Road,1200.0,2.0,44.4,2
937,Begur Road,1160.0,2.0,36.54,2
938,Begur Road,1215.0,2.0,43.75,2
939,Begur Road,1200.0,2.0,44.73,2
940,Begur Road,1160.0,2.0,42.0,2
941,Begur Road,1410.0,2.0,54.99,3
942,Bellandur,1767.0,3.0,103.0,3
943,Bellandur,1205.0,2.0,66.0,2
944,Bellandur,1250.0,2.0,76.0,2
945,Bellandur,1000.0,2.0,50.0,2
946,Bellandur,1281.0,2.0,74.0,2
947,Bellandur,921.0,2.0,40.0,2
948,Bellandur,1490.0,2.0,98.0,3
949,Bellandur,2039.0,3.0,168.0,3
950,Bellandur,1605.0,3.0,85.0,3
951,Bellandur,1692.0,3.0,88.0,3
952,Bellandur,1220.0,2.0,60.0,2
953,Bellandur,1299.0,2.0,82.0,2
954,Bellandur,900.0,2.0,56.0,2
955,Bellandur,1350.0,2.0,79.0,2
956,Bellandur,1286.0,2.0,57.0,2
957,Bellandur,3016.0,4.0,230.0,4
958,Bellandur,1457.0,2.0,85.0,2
959,Bellandur,1195.0,2.0,51.0,2
960,Bellandur,1050.0,2.0,72.0,2
961,Bellandur,3600.0,4.0,260.0,4
962,Bellandur,1310.0,2.0,72.0,2
963,Bellandur,924.0,2.0,35.11,2
964,Bellandur,1785.0,3.0,118.0,3
965,Bellandur,1051.0,2.0,60.0,2
966,Bellandur,1060.0,2.0,65.0,2
967,Bellandur,1100.0,2.0,62.0,2
968,Bellandur,1550.0,2.0,59.0,2
969,Bellandur,924.0,2.0,35.11,2
970,Bellandur,1685.0,3.0,100.0,3
971,Bellandur,982.0,2.0,55.0,2
972,Bellandur,981.0,2.0,37.28,2
973,Bellandur,1205.0,2.0,59.0,2
974,Bellandur,1063.0,2.0,58.0,2
975,Bellandur,1201.0,2.0,59.99,2
976,Bellandur,1325.0,2.0,65.0,2
977,Bellandur,1281.0,2.0,87.0,2
978,Bellandur,1200.0,2.0,52.0,2
979,Bellandur,1785.0,3.0,120.0,3
980,Bellandur,1088.0,2.0,48.0,2
981,Bellandur,1310.0,2.0,85.0,2
982,Bellandur,982.0,2.0,37.28,2
983,Bellandur,1465.0,3.0,90.0,2
984,Bellandur,1767.0,3.0,109.0,3
985,Bellandur,924.0,2.0,35.11,2
986,Bellandur,3600.0,4.0,245.0,4
987,Bellandur,1170.0,2.0,46.79,2
988,Bellandur,1150.0,2.0,69.44,2
989,Bellandur,1200.0,2.0,45.0,2
990,Bellandur,1410.0,3.0,92.0,2
991,Bellandur,950.0,2.0,35.0,2
992,Bellandur,1015.0,2.0,60.0,2
993,Bellandur,1685.0,3.0,101.0,3
994,Bellandur,1735.0,3.0,105.0,3
995,Bellandur,1685.0,3.0,115.0,3
996,Bellandur,1846.0,3.0,135.0,3
997,Bellandur,1049.0,2.0,51.0,2
998,Bellandur,1211.0,2.0,63.0,2
999,Bellandur,1717.0,3.0,110.0,3
1000,Bellandur,1185.0,2.0,47.39,2
1001,Bellandur,1200.0,2.0,62.0,2
1002,Bellandur,1251.0,2.0,47.0,2
1003,Bellandur,960.0,2.0,48.0,2
1004,Bellandur,1690.0,2.0,116.0,3
1005,Bellandur,950.0,1.0,40.0,1
1006,Bellandur,850.0,2.0,45.0,2
1007,Bellandur,1454.0,2.0,90.0,2
1008,Bellandur,1195.0,2.0,52.0,2
1009,Bellandur,1435.0,2.0,115.0,3
1010,Bellandur,1260.0,2.0,83.5,2
1011,Bellandur,1535.0,3.0,90.0,3
1012,Bellandur,1047.0,2.0,75.0,2
1013,Bellandur,1096.0,2.0,40.0,2
1014,Bellandur,1262.0,2.0,47.0,2
1015,Benson Town,3200.0,4.0,350.0,3
1016,Benson Town,4460.0,5.0,650.0,4
1017,Benson Town,2850.0,4.0,470.0,3
1018,Benson Town,1300.0,2.0,120.0,2
1019,Benson Town,1567.0,3.0,140.0,2
1020,Benson Town,3633.0,6.0,550.0,4
1021,Benson Town,1688.12,2.0,270.0,2
1022,Benson Town,1805.0,3.0,280.0,3
1023,Benson Town,1688.0,2.0,280.0,2
1024,Bharathi Nagar,1322.0,2.0,68.0,2
1025,Bharathi Nagar,1351.0,2.0,70.0,2
1026,Bharathi Nagar,1384.0,2.0,59.0,2
1027,Bharathi Nagar,1351.0,2.0,74.0,2
1028,Bharathi Nagar,1432.0,2.0,68.0,2
1029,Bharathi Nagar,1349.0,2.0,56.7,2
1030,Bharathi Nagar,1328.0,2.0,69.0,2
1031,Bharathi Nagar,1300.0,2.0,55.86,2
1032,Bhoganhalli,1670.0,3.0,99.0,3
1033,Bhoganhalli,1444.0,2.0,75.97,2
1034,Bhoganhalli,1447.0,2.0,75.97,2
1035,Bhoganhalli,1700.0,3.0,126.0,3
1036,Bhoganhalli,1447.0,2.0,75.97,2
1037,Bhoganhalli,1760.0,3.0,127.0,3
1038,Bhoganhalli,1447.0,2.0,75.97,2
1039,Bhoganhalli,1949.0,3.0,129.0,3
1040,Bhoganhalli,1760.0,3.0,128.0,3
1041,Bhoganhalli,1447.0,2.0,75.97,2
1042,Bhoganhalli,2439.0,4.0,185.0,4
1043,Bhoganhalli,1444.0,2.0,75.97,2
1044,Bhoganhalli,1205.0,2.0,64.47,2
1045,Bhoganhalli,1447.0,2.0,75.97,2
1046,Bhoganhalli,2439.0,5.0,170.0,4
1047,Bhoganhalli,1205.0,2.0,68.32,2
1048,Bhoganhalli,1260.0,2.0,69.9,2
1049,Bhoganhalli,2439.0,4.0,170.0,4
1050,Bhoganhalli,1707.0,3.0,115.0,3
1051,Bhoganhalli,970.0,2.0,52.5,2
1052,Bhoganhalli,1277.0,2.0,79.89,2
1053,Bhoganhalli,1703.0,3.0,120.0,3
1054,Billekahalli,1125.0,2.0,62.0,2
1055,Billekahalli,1090.0,2.0,52.0,2
1056,Billekahalli,1112.0,2.0,62.0,2
1057,Billekahalli,2400.0,3.0,150.0,3
1058,Billekahalli,2968.0,3.0,225.0,3
1059,Billekahalli,950.0,2.0,58.11,2
1060,Billekahalli,1360.0,2.0,110.0,2
1061,Billekahalli,1125.0,2.0,65.0,2
1062,Billekahalli,950.0,2.0,56.0,2
1063,Billekahalli,1805.0,3.0,134.0,3
1064,Binny Pete,1755.0,3.0,122.0,3
1065,Binny Pete,665.0,1.0,50.75,1
1066,Binny Pete,2465.0,5.0,234.0,3
1067,Binny Pete,1245.0,2.0,86.28,2
1068,Binny Pete,660.0,1.0,54.0,1
1069,Binny Pete,665.0,1.0,46.08,1
1070,Binny Pete,660.0,1.0,62.0,1
1071,Binny Pete,1365.0,2.0,122.0,2
1072,Binny Pete,2940.0,6.0,280.0,4
1073,Binny Pete,1795.0,3.0,139.0,3
1074,Binny Pete,1740.0,3.0,150.0,3
1075,Binny Pete,1970.0,3.0,164.0,3
1076,Binny Pete,1516.0,3.0,147.0,3
1077,Bisuvanahalli,1180.0,3.0,48.0,3
1078,Bisuvanahalli,1075.0,2.0,46.0,3
1079,Bisuvanahalli,1075.0,2.0,45.0,3
1080,Bisuvanahalli,845.0,2.0,33.0,2
1081,Bisuvanahalli,1075.0,2.0,45.0,3
1082,Bisuvanahalli,845.0,2.0,37.0,2
1083,Bisuvanahalli,845.0,2.0,29.0,2
1084,Bisuvanahalli,1075.0,2.0,47.0,3
1085,Bisuvanahalli,850.0,1.0,32.0,2
1086,Bisuvanahalli,1075.0,2.0,50.0,3
1087,Bisuvanahalli,1075.0,2.0,52.0,3
1088,Bisuvanahalli,1180.0,2.0,46.0,3
1089,Bisuvanahalli,1075.0,2.0,42.0,3
